Name,Year,Company,Transmission,KM_Driven,Fuel_Type,Owner,Registration,City,Original_Price,Sales_Price,Month,EMI(₹)
Maruti Baleno DELTA 1.2 K12,2017,Maruti,MANUAL,33910,Petrol,2nd Owner,UP-32-x-xxxx,Lucknow,598999,590199,Oct,11539
Maruti New  Wagon-R VXI 1.0,2020,Maruti,MANUAL,32385,Petrol,1st Owner,RJ-34,Jaipur,568199,568199,Sep,11108
KIA SELTOS GTX 1.4 GDI AT PETROL,2019,KIA,AUTOMATIC,13085,Petrol,1st Owner,UP-70-x-xxxx,Lucknow,1629799,1554699,Sep,29196
Volkswagen Polo COMFORTLINE 1.0 TSI AT,2021,Volkswagen,MANUAL,22658,Petrol,1st Owner,TS-32-x-xxxx,Hyderabad,962299,880799,Jul,16540
Maruti New  Wagon-R LXI CNG 1.0 L,2020,Maruti,MANUAL,90293,Petrol + CNG,1st Owner,UP-32-x-xxxx,Lucknow,584099,584099,Mar,11419
Maruti Ciaz ALPHA 1.5 MT VTVT SHVS,2021,Maruti,MANUAL,4929,Petrol,1st Owner,TS-11-x-xxxx,Hyderabad,1049399,1030799,Mar,19357
Mahindra XUV500 W11 (O),2018,Mahindra,MANUAL,88895,Diesel,1st Owner,MP-04,Indore,1596899,1596899,Aug,29988
Volkswagen Polo HIGH LINE PLUS 1.0,2018,Volkswagen,MANUAL,32221,Petrol,1st Owner,MH-47,Mumbai,668799,644799,Jul,12606
Volkswagen Vento COMFORTLINE 1.0 TSI MT,2021,Volkswagen,MANUAL,16336,Petrol,1st Owner,HR-26,New Delhi,1034899,987299,Aug,18540
Toyota URBAN CRUISER PREMIUM DUAL TONE AT,2020,Toyota,MANUAL,13954,Petrol,1st Owner,MH-12,Pune,1232699,1232699,Nov,23149
KIA SELTOS HTK 1.5 PETROL,2019,KIA,MANUAL,19970,Petrol,1st Owner,MH-12,Pune,1164699,1164699,Nov,21872
Honda City VX CVT PETROL,2020,Honda,AUTOMATIC,29942,Petrol,1st Owner,GJ-21,Ahmedabad,1162149,1094099,Mar,20546
Hyundai i10 SPORTZ 1.2 KAPPA2,2014,Hyundai,MANUAL,99940,Petrol,1st Owner,AP-29-x-xxxx,Hyderabad,349499,336999,Feb,6588
Renault Kwid RXT,2015,Renault,MANUAL,23648,Petrol,1st Owner,KL-11,Kochi,274499,262799,Oct,5138
Maruti S Cross DELTA SHVS,2019,Maruti,MANUAL,64748,Diesel,2nd Owner,TS-08-x-xxxx,Hyderabad,1035999,970199,Jun,18219
Mahindra Scorpio S9,2020,Mahindra,MANUAL,16382,Diesel,1st Owner,MP-13,Indore,1555199,1488899,Nov,27960
Tata Tiago XT 1.05 REVOTORQ,2017,Tata,MANUAL,91819,Diesel,2nd Owner,MH-46,Mumbai,443299,411799,Nov,8051
Honda City VX CVT PETROL,2014,Honda,AUTOMATIC,82539,Petrol,1st Owner,HR-51,New Delhi,675919,675919,Nov,13214
Toyota Etios VX,2011,Toyota,MANUAL,35151,Petrol,1st Owner,DL-3C,New Delhi,325299,325299,Apr,6360
Hyundai i20 Active 1.2 S,2016,Hyundai,MANUAL,54989,Petrol,2nd Owner,MH-46,Ahmedabad,568199,522199,Mar,10209
Maruti Swift VDI,2020,Maruti,MANUAL,33357,Diesel,2nd Owner,MH-14,Pune,716599,707999,Jan,13842
Maruti Wagon R 1.0 VXI,2018,Maruti,MANUAL,23019,Petrol,1st Owner,WB-08,Kolkata,454199,395199,Sep,7726
KIA SELTOS 1.5 GTX+ AT,2020,KIA,AUTOMATIC,73084,Diesel,1st Owner,MH-14,Pune,1616299,1546899,Sep,29049
Maruti Wagon R 1.0 LXI CNG,2014,Maruti,MANUAL,58921,Petrol + CNG,1st Owner,MH-12,Pune,432299,424599,Nov,8301
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2018,Hyundai,MANUAL,19085,Petrol,1st Owner,TN-11-x-xxxx,Chennai,594099,589099,Aug,11517
KIA SELTOS 1.4 GTX+ TURBO GDI PETROL AT,2020,KIA,AUTOMATIC,6575,Petrol,1st Owner,MH-02,Mumbai,1911299,1839099,Jan,34536
Renault Duster RXZ DIESEL 110,2019,Renault,MANUAL,43889,Diesel,1st Owner,TS-06-x-xxxx,Hyderabad,1208599,1137199,Nov,21355
Ford Ecosport 1.5TITANIUM TDCI,2021,Ford,MANUAL,46822,Diesel,1st Owner,MH-11,Pune,1016999,948399,Jan,17810
Tata TIGOR XZ PLUS 1.2 REVOTRON,2021,Tata,MANUAL,14614,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,709699,696799,Jul,13623
Maruti Alto K10 VXI (O) AMT,2017,Maruti,AUTOMATIC,28630,Petrol,1st Owner,KL-22,Kochi,408099,408099,Feb,7978
KIA SONET GTX PLUS 1.5D  AT,2020,KIA,MANUAL,22922,Diesel,1st Owner,TN-12-x-xxxx,Chennai,1443099,1412399,Oct,26523
Honda WR-V 1.2 i-VTEC VX MT,2019,Honda,MANUAL,24712,Petrol,2nd Owner,TN-13-x-xxxx,Chennai,791799,708499,May,13851
Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT,2017,Ford,AUTOMATIC,37610,Petrol,1st Owner,KL-17,Kochi,948299,929799,Jun,17461
Renault Kiger RXT 1.0 AMT,2021,Renault,AUTOMATIC,7007,Petrol,1st Owner,DL-8C,New Delhi,830299,787899,Jul,15404
Maruti Wagon R 1.0 VXI,2011,Maruti,MANUAL,55003,Petrol,1st Owner,DL-8C,New Delhi,256999,233699,Nov,4569
Maruti New  Wagon-R VXI (O) 1.2L,2019,Maruti,MANUAL,55493,Petrol,1st Owner,MP-04,Indore,568299,538299,May,10524
Mahindra XUV 3OO W8 DIESEL MT,2019,Mahindra,MANUAL,29187,Diesel,1st Owner,UP-32-x-xxxx,Lucknow,1036099,1036099,Jun,19457
Ford Ecosport 1.5 TITANIUM TI VCT AT,2014,Ford,AUTOMATIC,73399,Petrol,1st Owner,TS-09-x-xxxx,Hyderabad,590499,585499,Sep,11447
Hyundai Creta 1.6 SX PLUS AUTO PETROL,2016,Hyundai,AUTOMATIC,48069,Petrol,1st Owner,TN-01-x-xxxx,Chennai,1020499,1020499,Sep,19164
Mahindra XUV500 W11 AT,2021,Mahindra,AUTOMATIC,8690,Diesel,1st Owner,MH-04,Mumbai,2032299,1996999,Jul,37502
Honda Brio 1.2 S MT I VTEC,2015,Honda,MANUAL,44135,Petrol,1st Owner,GJ-01,Ahmedabad,404499,376999,Nov,7370
Maruti New  Wagon-R VXI 1.0,2020,Maruti,MANUAL,17836,Petrol,1st Owner,WB-10,Kolkata,543599,532299,Oct,10407
Tata Tiago XZ 1.2 REVOTRON,2016,Tata,MANUAL,70402,Petrol,1st Owner,KL-53,Kochi,452199,388499,Dec,7595
Mahindra XUV 3OO W8 DIESEL MT,2019,Mahindra,MANUAL,32137,Diesel,1st Owner,KA-05-x-xxxx,Bangalore,1104099,1104099,May,20734
Mercedes Benz E Class E 250 CDI ELEGANCE,2011,Mercedes,AUTOMATIC,78129,Diesel,2nd Owner,MH-43,Mumbai,1064499,944899,Feb,17744
Renault Kwid RXL,2018,Renault,MANUAL,31816,Petrol,1st Owner,RJ-32,Jaipur,307749,307749,Mar,6017
Ford Ecosport 1.5TITANIUM TDCI,2020,Ford,MANUAL,19669,Diesel,2nd Owner,GJ-01,Ahmedabad,997399,937899,Jun,17613
Honda Amaze 1.2 SX MT I VTEC,2017,Honda,MANUAL,48147,Petrol,1st Owner,MH-02,Mumbai,544599,508699,Mar,9945
Honda Brio 1.2 S MT I VTEC,2013,Honda,MANUAL,56387,Petrol,1st Owner,AP-28-x-xxxx,Hyderabad,401299,387149,Dec,7569
Maruti Eeco 5 STR WITH AC PLUSHTR,2019,Maruti,MANUAL,31762,Petrol,1st Owner,KL-55,Kochi,435899,411399,Oct,8043
Ford Ecosport 1.5 TITANIUM TI VCT AT,2015,Ford,AUTOMATIC,61741,Petrol,2nd Owner,TN-06-x-xxxx,Chennai,637199,637199,Oct,12457
Maruti Swift ZDI AMT,2018,Maruti,AUTOMATIC,43550,Diesel,1st Owner,TS-08-x-xxxx,Hyderabad,749699,744699,Nov,14559
Maruti Wagon R 1.0 VXI,2011,Maruti,MANUAL,28876,Petrol,1st Owner,DL-9C,New Delhi,282499,282499,Jun,5523
Mahindra Thar LX PETROL HT 4WD AT,2021,Mahindra,MANUAL,5948,Petrol,1st Owner,TN-09-x-xxxx,Chennai,1796299,1728599,Nov,32461
Maruti Baleno ALPHA 1.2 K12,2015,Maruti,MANUAL,89353,Petrol,1st Owner,MP-04,Indore,575599,575599,Dec,11253
Maruti Alto 800 LXI,2012,Maruti,MANUAL,47919,Petrol,1st Owner,KL-31,Kochi,222799,193799,Oct,3789
Tata Harrier XZ 2.0L Kryotec,2020,Tata,MANUAL,38738,Diesel,2nd Owner,MH-47,Pune,1497399,1454799,Jan,27320
KIA SONET GTX + 1.0 IMT,2020,KIA,MANUAL,19533,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,1116599,1088799,Dec,20447
Maruti Alto 800 VXI,2014,Maruti,MANUAL,71068,Petrol,1st Owner,DL-8C,New Delhi,270699,270699,Sep,5292
Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT,2018,Hyundai,MANUAL,51922,Petrol,1st Owner,RJ-41,Jaipur,512299,493099,Aug,9640
Maruti Celerio VXI CNG,2017,Maruti,MANUAL,76388,Petrol + CNG,1st Owner,MH-14,Pune,493499,493499,Nov,9648
Mahindra Thar CRDE 4X4 BS IV,2018,Mahindra,MANUAL,22902,Diesel,1st Owner,TS-07-x-xxxx,Hyderabad,852399,852399,Jun,16007
Ford Ecosport 1.5TITANIUM TDCI,2014,Ford,MANUAL,74864,Diesel,2nd Owner,AP-09-x-xxxx,Hyderabad,610599,610599,Apr,11937
Ford Ecosport 1.0 TREND+ (ECOBOOST),2016,Ford,MANUAL,45478,Petrol,2nd Owner,GJ-01,Ahmedabad,588999,583999,Oct,11417
Tata NEXON XM 1.2,2018,Tata,MANUAL,43512,Petrol,1st Owner,MP-04,Indore,616099,616099,May,12045
Maruti Eeco 7 STR,2021,Maruti,MANUAL,11306,Petrol,1st Owner,TN-13-x-xxxx,Chennai,518999,473199,Jul,9251
Maruti Swift ZXI + AMT,2019,Maruti,AUTOMATIC,36282,Petrol,1st Owner,MH-46,Mumbai,778799,778799,Apr,15226
Maruti Wagon R 1.0 LXI,2010,Maruti,MANUAL,67081,Petrol,2nd Owner,DL-4C,New Delhi,196899,183699,Jul,3591
Mahindra XUV500 W6 AT,2017,Mahindra,AUTOMATIC,114638,Diesel,2nd Owner,KL-40,Kochi,978899,978899,Oct,18383
Jeep Compass LIMITED O 1.4 AT,2018,Jeep,AUTOMATIC,48059,Petrol,1st Owner,TN-19-x-xxxx,Chennai,1490799,1380599,Oct,25926
Volkswagen Ameo HIGHLINE 1.2,2016,Volkswagen,MANUAL,28255,Petrol,1st Owner,RJ-14,Jaipur,501599,501599,Oct,9806
Hyundai Santro Xing GL PLUS,2011,Hyundai,MANUAL,99627,Petrol + CNG,1st Owner,KL-40,Kochi,189599,163599,Aug,3198
Maruti Celerio VXI AMT,2017,Maruti,AUTOMATIC,80306,Petrol,2nd Owner,MH-12,Pune,467999,467999,Oct,9149
Ford Ecosport TITANIUM+ SPORT,2020,Ford,MANUAL,5137,Petrol,1st Owner,RJ-45,Jaipur,1083299,1040399,Oct,19538
Hyundai Xcent S 1.2,2014,Hyundai,MANUAL,15254,Petrol,1st Owner,MH-02,Mumbai,462599,422399,Oct,8258
MG HECTOR PLUS SUPER HYBRID 1.5 7STR,2021,MG,MANUAL,22465,Petrol,1st Owner,GJ-06,Ahmedabad,1579499,1402399,Nov,26336
Volkswagen Polo HIGHLINE1.2L PETROL,2014,Volkswagen,MANUAL,83328,Petrol,1st Owner,MH-43,Mumbai,429099,424099,Apr,8291
Mahindra XUV500 W9,2019,Mahindra,MANUAL,7562,Diesel,1st Owner,WB-20,Kolkata,1438899,1418399,Jun,26636
Honda City ZX MT PETROL,2019,Honda,MANUAL,20059,Petrol,1st Owner,MP-09,Indore,1075599,1033499,Sep,19408
Hyundai Creta 1.6 S,2016,Hyundai,MANUAL,13826,Petrol,1st Owner,MH-43,Mumbai,870499,870499,Jun,16347
Skoda Rapid 1.5 TDI AT ELEGANCE PLUS,2015,Skoda,AUTOMATIC,42738,Diesel,2nd Owner,KA-05-x-xxxx,Bangalore,733099,728099,Oct,14234
Maruti Celerio ZXI,2022,Maruti,MANUAL,514,Petrol,1st Owner,MH-14,Pune,674099,666499,Jul,13030
Maruti S PRESSO VXI PLUS,2020,Maruti,MANUAL,4608,Petrol,1st Owner,TS-08-x-xxxx,Hyderabad,524999,498499,Nov,9746
Honda City V MT PETROL,2019,Honda,MANUAL,83657,Petrol,1st Owner,TS-13-x-xxxx,Hyderabad,918499,882999,Jun,16582
Renault Pulse RX L DIESEL,2012,Renault,MANUAL,41076,Diesel,1st Owner,MH-02,Mumbai,237199,237199,Apr,4637
Maruti Baleno SIGMA 1.2 K12,2020,Maruti,MANUAL,10956,Petrol,2nd Owner,HR-98,New Delhi,603599,603599,Sep,11800
Mahindra Thar LX D AT 4WD HT,2022,Mahindra,AUTOMATIC,14390,Diesel,1st Owner,HR-51,New Delhi,1766599,1766599,Mar,33175
Skoda Rapid Style 1.5 TDI AT,2018,Skoda,AUTOMATIC,81658,Diesel,1st Owner,TN-01-x-xxxx,Chennai,1071399,1071399,Jul,20120
Renault Kiger RXL EASY R 1.0 L,2021,Renault,MANUAL,16125,Petrol,1st Owner,DL-12,New Delhi,797799,757499,Apr,14809
Hyundai i10 MAGNA 1.1 IRDE2,2016,Hyundai,MANUAL,13687,Petrol,1st Owner,MH-03,Pune,408899,395299,Dec,7728
Tata NEXON KRAZ AT PETROL,2020,Tata,AUTOMATIC,16218,Petrol,1st Owner,GJ-01,Ahmedabad,886199,833799,Jan,15658
Hyundai Grand i10 ASTA 1.2 (O) VTVT,2017,Hyundai,MANUAL,29538,Petrol,1st Owner,KL-07,Kochi,479099,479099,Jan,9366
Mahindra Scorpio S11,2021,Mahindra,MANUAL,43956,Diesel,1st Owner,AP-39-x-xxxx,Hyderabad,1938199,1664699,May,31261
Hyundai VENUE SX 1.0 GDI IMT,2020,Hyundai,MANUAL,14287,Petrol,2nd Owner,GJ-27,Ahmedabad,1039799,948699,Oct,17816
Hyundai Elite i20 1.2 MAGNA PLUS VTVT,2019,Hyundai,MANUAL,36248,Petrol,1st Owner,MH-02,Mumbai,643399,643399,Dec,12579
Hyundai Elite i20 Magna Executive 1.2,2018,Hyundai,MANUAL,45615,Petrol,2nd Owner,MP-04,Indore,571699,549899,Oct,10751
Volkswagen Vento HIGHLINE PETROL,2016,Volkswagen,MANUAL,24788,Petrol,1st Owner,WB-12,Kolkata,531699,517299,Jul,10113
Maruti Celerio VXI,2015,Maruti,MANUAL,38512,Petrol,1st Owner,TS-08-x-xxxx,Hyderabad,400699,400699,Jul,7834
Mahindra MARAZZO M 6 + 8 STR,2021,Mahindra,MANUAL,9542,Diesel,1st Owner,KA-01-x-xxxx,Bangalore,1573799,1463299,Apr,27479
Volkswagen Vento COMFORTLINE MT PETROL,2017,Volkswagen,MANUAL,64855,Petrol,1st Owner,MH-43,Mumbai,600499,575899,Mar,11259
Maruti Ertiga ZXI SMART HYBRID,2020,Maruti,MANUAL,19594,Petrol,1st Owner,MP-09,Indore,1108199,1066499,Jul,20028
Maruti Wagon R 1.0 VXI,2017,Maruti,MANUAL,77595,Petrol,1st Owner,TS-07-x-xxxx,Hyderabad,442299,437299,Aug,8549
Tata NEXON XM 1.2,2021,Tata,MANUAL,18693,Petrol,1st Owner,GJ-06,Ahmedabad,853999,835299,Apr,15686
Hyundai GRAND I10 NIOS ASTA PETROL AMT,2021,Hyundai,AUTOMATIC,3834,Petrol,1st Owner,WB-10,Kolkata,809099,743899,Nov,14543
Mahindra MARAZZO M4 7STR,2018,Mahindra,MANUAL,79586,Diesel,1st Owner,RJ-14,Jaipur,965499,960499,Sep,18037
Mahindra Scorpio S10 Intelli Hybrid 2WD,2017,Mahindra,MANUAL,58975,Diesel,1st Owner,KL-39,Kochi,1189099,1091999,Oct,20507
Honda WR-V 1.2 i-VTEC VX MT,2019,Honda,MANUAL,27043,Petrol,2nd Owner,TS-36-x-xxxx,Hyderabad,855099,855099,Dec,16058
Maruti Wagon R 1.0 VXI,2018,Maruti,MANUAL,35596,Petrol,1st Owner,RJ-02,Jaipur,484999,464999,May,9091
Maruti Swift LXI,2020,Maruti,MANUAL,18108,Petrol,1st Owner,DL-1C,New Delhi,589199,583299,Nov,11404
Hyundai i10 SPORTZ 1.2,2009,Hyundai,MANUAL,98148,Petrol,2nd Owner,KA-53-x-xxxx,Bangalore,248399,248399,Nov,4856
Maruti Swift LXI,2020,Maruti,MANUAL,16633,Petrol,2nd Owner,HR-51,New Delhi,566499,566499,Nov,11075
Honda WR-V 1.5 i-DTEC VX MT,2018,Honda,MANUAL,14944,Diesel,1st Owner,DL-10,New Delhi,769899,769899,Jan,15052
Hyundai NEW SANTRO SPORTZ 1.1,2019,Hyundai,MANUAL,12341,Petrol,2nd Owner,UP-32-x-xxxx,Lucknow,531149,475899,Aug,9304
Volkswagen Polo COMFORTLINE PLUS 1.0,2020,Volkswagen,MANUAL,9732,Petrol,1st Owner,MH-47,Mumbai,728599,692899,Jun,13546
Hyundai AURA S 1.2 Kappa MT,2020,Hyundai,MANUAL,4799,Petrol,1st Owner,MP-04,Indore,678099,678099,Dec,13257
Maruti Alto LXI,2011,Maruti,MANUAL,49101,Petrol,1st Owner,MH-31,Pune,206699,187899,Aug,3673
Ford Figo Aspire 1.2 Trend+ Petrol,2019,Ford,MANUAL,20809,Petrol,1st Owner,MH-12,Pune,601699,601699,Dec,11763
Maruti Celerio ZXI,2018,Maruti,MANUAL,17099,Petrol,1st Owner,GJ-06,Ahmedabad,500299,500299,May,9781
Maruti Swift ZXI,2017,Maruti,MANUAL,68401,Petrol,1st Owner,TS-11-x-xxxx,Hyderabad,647499,622299,Mar,12166
Maruti Ertiga ZDI,2013,Maruti,MANUAL,98340,Diesel,1st Owner,AP-10-x-xxxx,Hyderabad,668499,668499,May,13069
Hyundai Creta 1.6 SX CRDI,2018,Hyundai,MANUAL,66059,Diesel,1st Owner,RJ-45,Jaipur,1264099,1225499,Sep,23014
Maruti Wagon R LXI,2009,Maruti,MANUAL,46807,Petrol,1st Owner,WB-06,Kolkata,179999,150999,Oct,2952
Maruti Swift LXI,2020,Maruti,MANUAL,38382,Petrol,1st Owner,DL-3C,New Delhi,540899,524099,Jan,10246
Hyundai Xcent BASE 1.2,2015,Hyundai,MANUAL,64000,Petrol + CNG,3rd Owner,GJ-15,Ahmedabad,439099,439099,Aug,8584
Renault Kiger RXZ AMT 1.0 DUAL TONE,2021,Renault,MANUAL,7877,Petrol,1st Owner,KL-62,Kochi,675299,675299,Mar,13202
Tata Harrier XM 2.0L Kryotec,2021,Tata,MANUAL,31418,Diesel,1st Owner,GJ-03,Ahmedabad,1760399,1600599,Apr,30058
Nissan Micra Active XV S,2017,Nissan,MANUAL,82635,Petrol,2nd Owner,TS-07-x-xxxx,Hyderabad,447599,418499,Sep,8182
Maruti Alto K10 VXI,2012,Maruti,MANUAL,50414,Petrol,2nd Owner,MH-12,Pune,240499,226599,Sep,4430
Honda WR-V 1.2 i-VTEC S MT Edge Edition,2018,Honda,MANUAL,70719,Petrol,1st Owner,MP-09,Indore,721699,661899,Jun,12940
Maruti Celerio VXI,2019,Maruti,MANUAL,13168,Petrol,1st Owner,KA-05-x-xxxx,Bangalore,526399,526399,Sep,10291
Hyundai i10 SPORTZ 1.2,2010,Hyundai,MANUAL,60437,Petrol,1st Owner,KA-03-x-xxxx,Bangalore,317699,317699,Jul,6211
Hyundai Eon MAGNA PLUS,2014,Hyundai,MANUAL,23786,Petrol,1st Owner,WB-02,Kolkata,227499,227499,Oct,4448
Hyundai Creta 1.6 SX AT CRDI,2018,Hyundai,AUTOMATIC,57801,Diesel,2nd Owner,UP-16,New Delhi,1273299,1222199,Sep,22952
KIA SELTOS HTX 1.5 DIESEL,2020,KIA,MANUAL,61867,Diesel,1st Owner,TS-08-x-xxxx,Hyderabad,1447299,1442299,Jan,27085
Hyundai Xcent S 1.2,2018,Hyundai,MANUAL,81353,Petrol + CNG,1st Owner,GJ-14,Ahmedabad,563999,556999,May,10889
Honda Amaze 1.2 EMT I VTEC,2015,Honda,MANUAL,44420,Petrol,1st Owner,KA-03-x-xxxx,Bangalore,486599,486599,Dec,9513
Honda Jazz 1.2 V MT,2018,Honda,MANUAL,34744,Petrol,1st Owner,KL-01,Kochi,634499,634499,Sep,12405
Hyundai NEW SANTRO ASTA 1.1 MT,2018,Hyundai,MANUAL,5386,Petrol,2nd Owner,TS-10-x-xxxx,Hyderabad,527999,515599,Dec,10080
Mahindra Thar LX PETROL AT 4WD,2021,Mahindra,AUTOMATIC,3919,Petrol,1st Owner,GJ-03,Ahmedabad,1599999,1546999,Nov,29051
Mahindra XUV 3OO 1.2 W8 OPT,2021,Mahindra,MANUAL,9215,Petrol,1st Owner,RJ-45,Jaipur,1327399,1289299,Oct,24212
Volkswagen Ameo COMFORTLINE 1.0,2019,Volkswagen,MANUAL,27021,Petrol,1st Owner,WB-06,Kolkata,474999,441499,Dec,8631
Honda City VX MT PETROL,2018,Honda,MANUAL,55618,Petrol,1st Owner,TS-15-x-xxxx,Hyderabad,1014899,957599,Dec,17983
Maruti Wagon R 1.0 VXI,2017,Maruti,MANUAL,81492,Petrol,2nd Owner,TS-08-x-xxxx,Hyderabad,418199,404899,Jan,7916
Honda City VX MT PETROL,2019,Honda,MANUAL,26346,Petrol,1st Owner,MP-04,Indore,940299,912399,Apr,17134
Tata Tiago XM 1.2 REVOTRON,2017,Tata,MANUAL,27900,Petrol,1st Owner,WB-20,Kolkata,393499,393499,Feb,7693
Maruti Swift ZXI,2015,Maruti,MANUAL,33076,Petrol,2nd Owner,MH-14,Pune,559799,541099,Sep,10579
Hyundai i10 SPORTZ 1.1 IRDE2,2016,Hyundai,MANUAL,455601,Petrol,1st Owner,AP-02-x-xxxx,Hyderabad,430899,430899,Oct,8424
KIA SONET GTX PLUS DCT 1.0,2020,KIA,MANUAL,28171,Petrol,1st Owner,HR-26,New Delhi,1335799,1277799,Nov,23996
Renault Kwid 1.0 RXT Opt,2020,Renault,MANUAL,24120,Petrol,1st Owner,DL-7C,New Delhi,450699,450699,Jan,8811
Volkswagen Ameo TRENDLINE 1.5,2020,Volkswagen,MANUAL,48652,Diesel,1st Owner,KL-39,Kochi,544199,544199,Feb,10639
Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2018,Hyundai,MANUAL,6875,Petrol,2nd Owner,UP-16,New Delhi,546999,526599,Apr,10295
Maruti Eeco 5 STR WITH AC PLUSHTR,2019,Maruti,MANUAL,26915,Petrol,2nd Owner,KL-51,Kochi,439799,375799,Oct,7347
Honda City V MT PETROL,2012,Honda,MANUAL,86331,Petrol,2nd Owner,MH-46,Mumbai,398299,393299,Sep,7689
Maruti IGNIS SIGMA 1.2 K12,2020,Maruti,MANUAL,33031,Petrol,1st Owner,MP-04,Indore,507999,475699,Jan,9300
Ford FREESTYLE TITANIUM 1.2 TI-VCT MT,2020,Ford,MANUAL,16387,Petrol,1st Owner,RJ-45,Jaipur,702699,702699,May,13738
Maruti Alto K10 LXI,2011,Maruti,MANUAL,76602,Petrol,1st Owner,KL-26,Kochi,218399,218399,Dec,4270
Hyundai GRAND I10 NIOS MAGNA 1.2 MT,2020,Hyundai,MANUAL,6505,Petrol,1st Owner,RJ-25,Jaipur,640799,640799,Dec,12528
KIA SELTOS GTX + AT PETROL,2020,KIA,AUTOMATIC,28411,Petrol,1st Owner,HR-26,New Delhi,1835499,1819999,Mar,34178
Ford Ecosport 1.5 TITANIUM TI VCT AT,2017,Ford,AUTOMATIC,34859,Petrol,2nd Owner,MH-03,Mumbai,688099,616099,Jul,12045
Tata TIGOR XZ 1.2 REVOTRON,2020,Tata,MANUAL,49481,Petrol + CNG,1st Owner,HR-36,New Delhi,610799,610799,Feb,11941
Mahindra XUV500 W6 4X2,2017,Mahindra,MANUAL,76779,Diesel,2nd Owner,TN-04-x-xxxx,Chennai,975399,951499,Feb,17868
Hyundai Elite i20 MAGNA 1.2,2016,Hyundai,MANUAL,22356,Petrol,1st Owner,MH-04,Mumbai,531099,526099,Apr,10285
Mahindra XUV500 W10 FWD,2017,Mahindra,MANUAL,64057,Diesel,2nd Owner,GJ-01,Ahmedabad,1004199,1004199,Sep,18858
Tata NEXON XZA + 1.2 PETROL A/T,2021,Tata,AUTOMATIC,5609,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,1131299,1124699,Oct,21121
Tata Tiago XZ+ CNG 1.2 RTN,2022,Tata,MANUAL,4196,Petrol + CNG,1st Owner,UP-32-x-xxxx,Lucknow,851499,851499,Mar,15990
Maruti Vitara Brezza VDI AMT,2019,Maruti,AUTOMATIC,29643,Diesel,2nd Owner,MH-43,Mumbai,858199,824599,Aug,15485
Ford Ecosport 1.5 TITANIUM TI VCT,2017,Ford,MANUAL,48593,Petrol,1st Owner,DL-14,New Delhi,682699,675099,Oct,13198
Maruti Alto K10 LXI,2013,Maruti,MANUAL,38627,Petrol,1st Owner,WB-02,Kolkata,219199,219199,Apr,4285
Honda Jazz 1.2 VX I-VTECH,2019,Honda,MANUAL,24774,Petrol,1st Owner,TN-81-x-xxxx,Chennai,828399,782699,Jan,15302
Honda City V MT PETROL,2014,Honda,MANUAL,87296,Petrol,2nd Owner,KA-20,Ahmedabad,578299,540099,Dec,10559
Honda City SV MT PETROL,2019,Honda,MANUAL,13434,Petrol,2nd Owner,WB-02,Kolkata,744199,744199,Feb,14549
Renault TRIBER RXZ AT,2020,Renault,AUTOMATIC,25269,Petrol,2nd Owner,MP-04,Indore,718999,710299,Nov,13886
Maruti Swift ZXI,2011,Maruti,MANUAL,59899,Petrol,2nd Owner,KA-05-x-xxxx,Bangalore,465099,460099,Mar,8995
Renault Kwid RXL,2016,Renault,MANUAL,13978,Petrol,1st Owner,MP-04,Indore,312799,304999,Sep,5963
Hyundai Creta 1.6 SX (O) CRDI,2016,Hyundai,MANUAL,60076,Diesel,1st Owner,TS-07-x-xxxx,Hyderabad,1107099,1107099,Oct,20790
Maruti Dzire VDI AMT,2018,Maruti,AUTOMATIC,51691,Diesel,1st Owner,MH-01,Mumbai,750099,750099,Jan,14665
Tata NEXON XZ+ SUNROOF 1.2 RTN,2022,Tata,MANUAL,4871,Petrol,1st Owner,GJ-01,Ahmedabad,1114899,1114899,Jan,20937
Volkswagen Ameo HIGHLINE DSG 1.5,2018,Volkswagen,AUTOMATIC,83976,Diesel,1st Owner,KL-07,Kochi,619999,588399,Jun,11503
Ford Ecosport 1.5 TITANIUMTDCI OPT,2015,Ford,MANUAL,52543,Diesel,2nd Owner,WB-02,Kolkata,552499,529799,May,10358
Hyundai GRAND I10 NIOS SPORTZ PETROL,2020,Hyundai,MANUAL,10826,Petrol,2nd Owner,MH-01,Mumbai,706299,654899,Dec,12803
Honda Brio 1.2 S MT I VTEC,2017,Honda,MANUAL,42181,Petrol,1st Owner,UP-32-x-xxxx,Lucknow,449199,449199,Oct,8782
Renault TRIBER 1.0 RXZ,2019,Renault,MANUAL,17385,Petrol,1st Owner,MH-12,Pune,723599,697699,Nov,13640
Honda City ZX CVT,2019,Honda,AUTOMATIC,31688,Petrol,1st Owner,TN-02-x-xxxx,Chennai,1333599,1199999,Apr,22535
Skoda KUSHAQ STYLE 1.5 TSI MT,2021,Skoda,MANUAL,8360,Petrol,1st Owner,TS-07-x-xxxx,Hyderabad,1811899,1647699,Dec,30942
